,Player,Span,Mat,Inns,Balls,Runs,Wkts,Ave,Econ,SR,4,5,Unnamed: 13,
30,CJ Drum,(Newzealand),1999-1999,5,5,216,261,4,65.25,7.25,54,0,0,
31,Ehsan Adil,(Pakistan),2013-2015,6,6,225,223,4,55.75,5.94,56.2,0,0,
32,AJ Finch,(Australia),2013-2019,119,19,266,239,4,59.75,5.39,66.5,0,0,
33,N Gifford,(England),1985-1985,2,2,120,50,4,12.5,2.5,30,1,0,
34,MW Goodwin,(Zimbabve),1998-2000,71,15,248,210,4,52.5,5.08,62,0,0,
35,MJ Guptill,(Newzealand),2009-2019,179,11,109,98,4,24.5,5.39,27.2,0,0,
36,R Illingworth,(England),1971-1973,3,2,130,84,4,21,3.87,32.5,0,0,
37,Ilyas Gull,(HKG),2004-2004,2,2,114,113,4,28.25,5.94,28.5,0,0,
38,Intikhab Alam,(Pakistan),1973-1976,4,4,158,118,4,29.5,4.48,39.5,0,0,
39,MM Iqbal,(Scotland),2009-2014,13,8,270,270,4,67.5,6,67.5,0,0,
40,KCB Jeremy,(West Indies),2000-2001,6,5,192,163,4,40.75,5.09,48,0,0,
41,AH Jones,(Newzealand),1987-1995,87,11,306,216,4,54,4.23,76.5,0,0,
42,Jubair Hossain,(Bangladesh),2014-2015,3,3,114,114,4,28.5,6,28.5,0,0,
43,Junaid Siddiqui,(CAN),2011-2014,9,9,400,302,4,75.5,4.53,100,0,0,
44,K Kamyuka,(CAN),2013-2013,2,2,47,47,4,11.75,6,11.7,1,0,
45,E Katchay,(CAN),2008-2009,5,5,174,143,4,35.75,4.93,43.5,0,0,
46,V Kohli,(INDIA),2008-2019,242,48,641,665,4,166.25,6.22,160.2,0,0,
47,BC Lara,(West Indies),1990-2007,299,5,49,61,4,15.25,7.46,12.2,0,0,
48,B Laughlin,(Australia),2009-2009,5,5,224,219,4,54.75,5.86,56,0,0,
49,DV Lawrence,(England),1991-1991,1,1,66,67,4,16.75,6.09,16.5,1,0,
0,OC McCoy,(West Indies),2018-2018,2,2,84,109,4,27.25,7.78,21,0,0,
1,A McGrath,(England),2003-2004,14,7,228,175,4,43.75,4.6,57,0,0,
2,LD Madushanka,(Srilanka),2017-2017,4,4,144,172,4,43,7.16,36,0,0,
3,T Maruma,(Zimbabve),2007-2019,21,9,225,230,4,57.5,6.13,56.2,0,0,
4,Mehrab Hossain jnr,(Bangladesh),2006-2009,18,10,253,214,4,53.5,5.07,63.2,0,0,
5,JP Millmow,(Newzealand),1990-1990,5,5,270,232,4,58,5.15,67.5,0,0,
6,Mohammad Talha,(Pakistan),2014-2014,3,3,122,146,4,36.5,7.18,30.5,0,0,
7,Mosharraf Hossain,(Bangladesh),2008-2016,5,5,198,147,4,36.75,4.45,49.5,0,0,
8,AMN Munasinghe,(Srilanka),1994-1996,5,5,217,146,4,36.5,4.03,54.2,0,0,
9,Nizakat Khan,(HKG),2014-2018,20,6,145,119,4,29.75,4.92,36.2,0,0,
10,G Onions,(England),2009-2009,4,4,204,185,4,46.25,5.44,51,0,0,
11,SD Parry,(England),2014-2014,2,2,114,92,4,23,4.84,28.5,0,0,
12,BJ Patel,(KENYA),2001-2006,31,8,165,163,4,40.75,5.92,41.2,0,0,
13,D Paterson,(South Africa),2017-2019,4,4,209,217,4,54.25,6.22,52.2,0,0,
14,MR Ramprakash,(England),1991-2001,18,5,132,108,4,27,4.9,33,0,0,
15,B Regmi,(NEPAL),2018-2019,4,4,174,117,4,29.25,4.03,43.5,0,0,
16,AM Salvi,(INDIA),2003-2003,4,4,172,120,4,30,4.18,43,0,0,
17,JA Samarasekera,(UAE),1994-1996,7,7,294,236,4,59,4.81,73.5,0,0,
18,Shaiman Anwar,(UAE),2014-2019,40,7,117,134,4,33.5,6.87,29.2,0,0,
19,V Shankar,(INDIA),2019-2019,12,9,233,210,4,52.5,5.4,58.2,0,0,
20,Sheikh Salahuddin,(Bangladesh),1997-1997,6,6,246,249,4,62.25,6.07,61.5,0,0,
21,ED Solkar,(INDIA),1974-1976,7,6,252,169,4,42.25,4.02,63,0,0,
22,BR Taylor,(Newzealand),1973-1973,2,2,114,62,4,15.5,3.26,28.5,0,0,
23,DJ Terbrugge,(South Africa),2000-2000,4,4,126,105,4,26.25,5,31.5,1,0,
24,ME Trescothick,(England),2000-2006,123,13,232,219,4,54.75,5.66,58,0,0,
25,AJ Tudor,(England),2002-2002,3,3,127,136,4,34,6.42,31.7,0,0,
26,RG Twose,(Newzealand),1995-2001,87,11,272,235,4,58.75,5.18,68,0,0,
27,PS Vaidya,(INDIA),1995-1996,4,4,184,174,4,43.5,5.67,46,0,0,
28,PA van Meekeren,(Netherland),2013-2019,5,5,210,161,4,40.25,4.6,52.5,0,0,
29,LP van Troost,(Netherland),2002-2007,23,11,246,280,4,70,6.82,61.5,0,0,
30,MDJ Walker,(Newzealand),2003-2003,3,3,132,119,4,29.75,5.4,33,1,0,
31,HR Walsh,(USA/WI),2019-2019,5,5,160,160,4,40,6,40,0,0,
32,KD Walters,(Australia),1971-1981,28,10,314,273,4,68.25,5.21,78.5,0,0,
33,RJ Webb,(Newzealand),1983-1983,3,3,161,105,4,26.25,3.91,40.2,0,0,
34,JW Wilson,(Newzealand),1993-2005,6,6,242,260,4,65,6.44,60.5,0,0,
35,Yasir Arafat,(Pakistan),2000-2009,11,10,414,373,4,93.25,5.4,103.5,0,0,
36,B Yograj Singh,(INDIA),1980-1981,6,5,244,186,4,46.5,4.57,61,0,0,
37,Zaheer Maqsood,(UAE),2015-2015,2,2,120,116,4,29,5.8,30,0,0,
38,Zulfiqar Ali,(EAf),1975-1975,3,3,210,166,4,41.5,4.74,52.5,0,0,
39,Zulfiqar Babar,(Pakistan),2014-2015,5,5,294,246,4,61.5,5.02,73.5,0,0,
40,NP Kenjige,(USA),2019-2019,4,4,156,129,3,43,4.96,52,0,0,
41,Aamer Malik,(Pakistan),1988-1994,24,5,120,86,3,28.66,4.3,40,0,0,
42,JS Ababu,(KENYA),1999-2006,9,8,288,255,3,85,5.31,96,0,0,
43,Abu Hider,(Bangladesh),2018-2018,2,2,108,89,3,29.66,4.94,36,0,0,
44,JP Agnew,(England),1985-1985,3,3,126,120,3,40,5.71,42,0,0,
45,CR Amini,(PNG),2014-2014,2,2,108,79,3,26.33,4.38,36,0,0,
46,HAG Anthony,(West Indies),1995-1995,3,3,156,143,3,47.66,5.5,52,0,0,
47,Asghar Afghan,(Afghanistan),2009-2019,111,7,139,91,3,30.33,3.92,46.3,0,0,
48,AM Bacher,(South Africa),1997-2005,13,3,108,64,3,21.33,3.55,36,0,0,
49,HK Badani,(INDIA),2000-2004,40,9,183,149,3,49.66,4.88,61,0,0,
0,PJ Bakker,(Netherland),1996-1996,5,5,258,215,3,71.66,5,86,0,0,
1,RL Bhudia,(KENYA),2008-2009,5,5,180,151,3,50.33,5.03,60,0,0,
2,Bhupinder Singh snr,(INDIA),1994-1994,2,2,102,78,3,26,4.58,34,0,0,
3,RJ Bright,(Australia),1974-1986,11,10,462,350,3,116.66,4.54,154,0,0,
4,AJ Burger,(NAM),2003-2003,6,5,96,104,3,34.66,6.5,32,0,0,
5,DK Butler,(West Indies),2005-2006,5,5,246,188,3,62.66,4.58,82,0,0,
6,SJ Cameron,(Scotland),2018-2018,2,2,109,123,3,41,6.77,36.3,0,0,
7,PE Cantrell,(Netherland),1996-1996,5,5,186,170,3,56.66,5.48,62,0,0,
8,BS Chandrasekhar,(INDIA),1976-1976,1,1,56,36,3,12,3.85,18.6,0,0,
9,U Chatterjee,(INDIA),1995-1995,3,3,161,117,3,39,4.36,53.6,0,0,
10,WM Clark,(Australia),1978-1978,2,2,100,61,3,20.33,3.66,33.3,0,0,
11,LA Dawson,(England),2016-2018,3,2,84,96,3,32,6.85,28,0,0,
12,NA de Groot,(CAN),2003-2003,6,3,81,88,3,29.33,6.51,27,0,0,
13,RL Dias,(Srilanka),1979-1987,58,6,56,70,3,23.33,7.5,18.6,0,0,
14,BL D'Oliveira,(England),1971-1972,4,4,204,140,3,46.66,4.11,68,0,0,
15,KG Duers,(Zimbabve),1992-1992,6,6,300,256,3,85.33,5.12,100,0,0,
16,Ehsanul Haque,(Bangladesh),2002-2003,6,3,141,113,3,37.66,4.8,47,0,0,
17,Fawad Ahmed,(Australia),2013-2013,3,3,144,145,3,48.33,6.04,48,0,0,
18,Fayyaz Butt,(OMAN),2019-2019,5,5,198,165,3,55,5,66,0,0,
19,IS Gallage,(Srilanka),1999-2001,3,3,144,115,3,38.33,4.79,48,0,0,
20,JC Gamage,(Srilanka),1995-1995,4,4,132,104,3,34.66,4.72,44,0,0,
21,B Geeves,(Australia),2008-2009,2,2,90,78,3,26,5.2,30,0,0,
22,RS Ghai,(INDIA),1984-1986,6,6,275,260,3,86.66,5.67,91.6,0,0,
23,AP Grayson,(England),2000-2001,2,2,90,60,3,20,4,30,0,0,
24,Haafiz Shahid,(Pakistan),1988-1988,3,3,127,112,3,37.33,5.29,42.3,0,0,
25,GM Hamilton,(Scotland),1999-2010,38,6,220,160,3,53.33,4.36,73.3,0,0,
26,PL Harris,(South Africa),2008-2008,3,3,180,83,3,27.66,2.76,60,0,0,
27,Hasti Gul,(Afghanistan),2009-2009,2,2,114,73,3,24.33,3.84,38,0,0,
28,KC Hodsoll,(BMUDA),2007-2008,3,3,102,100,3,33.33,5.88,34,0,0,
29,CK Hooper,(CAN),2007-2010,5,5,169,181,3,60.33,6.42,56.3,0,0,
30,GP Howarth,(Newzealand),1975-1985,70,7,90,68,3,22.66,4.53,30,0,0,
31,Inzamam0ul0Haq,(Pakistan),1991-2007,378,6,58,64,3,21.33,6.62,19.3,0,0,
32,Iqbal Sikander,(Pakistan),1992-1992,4,4,210,147,3,49,4.2,70,0,0,
33,SD Jack,(South Africa),1994-1995,2,2,108,86,3,28.66,4.77,36,0,0,
34,GSNFG Jayasuriya,(Srilanka),2015-2019,12,11,312,277,3,92.33,5.32,104,0,0,
35,DM Jones,(Australia),1984-1994,164,8,106,81,3,27,4.58,35.3,0,0,
36,Junaid Zia,(Pakistan),2003-2003,4,4,145,127,3,42.33,5.25,48.3,0,0,
37,AI Kallicharran,(West Indies),1973-1981,31,4,105,64,3,21.33,3.65,35,0,0,
38,Kamran Hussain,(Pakistan),2008-2008,2,2,102,67,3,22.33,3.94,34,0,0,
39,Khalid Khan,(HKG),2004-2004,2,2,108,93,3,31,5.16,36,0,0,
40,BL Kotze,(NAM),2003-2003,5,5,258,276,3,92,6.41,86,0,0,
41,BP Kruger,(Netherland),2010-2011,5,5,184,131,3,43.66,4.27,61.3,0,0,
42,DSK Madushanka,(Srilanka),2018-2018,1,1,37,26,3,8.66,4.21,12.3,0,0,
43,AK Markram,(South Africa),2017-2019,26,6,120,132,3,44,6.6,40,0,0,
44,RAL Massie,(Australia),1972-1972,3,3,183,129,3,43,4.22,61,0,0,
45,Mehmood Quaraishy,(EAf),1975-1975,3,2,108,94,3,31.33,5.22,36,0,0,
46,JM Mennie,(Australia),2016-2016,2,2,120,131,3,43.66,6.55,40,0,0,
47,PL Mhambrey,(INDIA),1996-1998,3,3,126,120,3,40,5.71,42,0,0,
48,A Mithun,(INDIA),2010-2011,5,5,180,203,3,67.66,6.76,60,0,0,
49,Mohammad Nazir,(Pakistan),1980-1984,4,4,222,156,3,52,4.21,74,0,0,
0,GMC Mol,(Netherland),2007-2008,6,6,162,111,3,37,4.11,54,0,0,
1,N M'shangwe,(Zimbabve),2011-2014,6,6,336,260,3,86.66,4.64,112,0,0,
2,Najeeb Amar,(HKG),2004-2008,4,4,240,172,3,57.33,4.3,80,0,0,
3,Nasir Aziz,(UAE),2014-2015,5,5,264,257,3,85.66,5.84,88,0,0,
4,N Ncube,(Zimbabve),2011-2011,1,1,53,69,3,23,7.81,17.6,0,0,
5,RG Nijman,(Netherland),2009-2009,1,1,49,31,3,10.33,3.79,16.3,0,0,
6,D Olivier,(South Africa),2019-2019,2,2,114,124,3,41.33,6.52,38,0,0,
7,A Patel,(CAN),2003-2003,2,2,60,73,3,24.33,7.3,20,0,0,
8,Pervez Mir,(Pakistan),1975-1977,3,3,122,77,3,25.66,3.78,40.6,0,0,
9,RT Ponting,(Australia),1995-2012,375,5,150,104,3,34.66,4.16,50,0,0,
10,GD Porter,(Australia),1979-1979,2,2,108,33,3,11,1.83,36,0,0,
11,R Powell,(West Indies),2016-2018,34,13,245,243,3,81,5.95,81.6,0,0,
12,D Ramnarine,(West Indies),1997-2001,4,4,200,164,3,54.66,4.92,66.6,0,0,
13,SK Ranasinghe,(Srilanka),1986-1986,4,4,126,96,3,32,4.57,42,0,0,
14,AT Rayudu,(INDIA),2013-2019,55,9,121,124,3,41.33,6.14,40.3,0,0,
15,Sabbir Rahman,(Bangladesh),2014-2019,66,21,306,345,3,115,6.76,102,0,0,
16,Saleem Raza,(UAE),1994-1996,6,6,192,179,3,59.66,5.59,64,0,0,
17,GS Sandhu,(Australia),2015-2015,2,2,120,107,3,35.66,5.35,40,0,0,
18,Sarandeep Singh,(INDIA),2002-2003,5,5,258,180,3,60,4.18,86,0,0,
19,KF Semple,(West Indies),1999-1999,7,4,132,121,3,40.33,5.5,44,0,0,
20,Shahid Saeed,(Pakistan),1989-1993,10,7,222,159,3,53,4.29,74,0,0,
21,R Shepherd,(West Indies),2019-2019,3,3,110,101,3,33.66,5.5,36.6,0,0,
22,L Siaka,(PNG),2014-2019,25,11,204,146,3,48.66,4.29,68,0,0,
23,V Sibanda,(Zimbabve),2003-2016,127,11,267,265,3,88.33,5.95,89,0,0,
24,D Soraine,(CAN),2006-2012,4,3,113,94,3,31.33,4.99,37.6,0,0,
25,KR Stackpole,(Australia),1971-1974,6,2,77,54,3,18,4.2,25.6,0,0,
26,LW Stott,(Newzealand),1979-1979,1,1,72,48,3,16,4,24,0,0,
27,GP Sulzberger,(Newzealand),2000-2000,3,3,132,102,3,34,4.63,44,0,0,
28,MR Swart,(Netherland),2011-2014,12,11,366,306,3,102,5.01,122,0,0,
29,AR Tait,(Newzealand),1998-1999,5,5,120,88,3,29.33,4.4,40,0,0,
30,HDRL Thirimanne,(Srilanka),2010-2019,127,4,104,94,3,31.33,5.42,34.6,0,0,
31,JG Thomas,(England),1986-1987,3,3,156,144,3,48,5.53,52,0,0,
32,FJ Titmus,(England),1975-1975,2,1,56,53,3,17.66,5.67,18.6,0,0,
33,MS Tshabalala,(South Africa),2007-2007,4,4,150,151,3,50.33,6.04,50,0,0,
34,S Tyagi,(INDIA),2009-2010,4,4,165,144,3,48,5.23,55,0,0,
35,JN Valentine,(CAN),1979-1979,3,3,114,66,3,22,3.47,38,0,0,
36,Wajahatullah Wasti,(Pakistan),1999-2000,15,3,55,69,3,23,7.52,18.3,0,0,
37,LJ Woodcock,(Newzealand),2011-2011,4,4,164,155,3,51.66,5.67,54.6,0,0,
38,HN Ya France,(NAM),2019-2019,4,4,138,96,3,32,4.17,46,0,0,
39,GN Yallop,(Australia),1978-1984,30,4,138,119,3,39.66,5.17,46,0,0,
40,Younis Khan,(Pakistan),2000-2015,265,20,284,288,3,96,6.08,94.6,0,0,
41,Zafar Iqbal,(Pakistan),1995-1995,8,7,198,137,3,45.66,4.15,66,0,0,
42,Zahid Ahmed,(Pakistan),1987-1987,2,2,96,61,3,20.33,3.81,32,0,0,
43,Aamer Yamin,(Pakistan),2015-2018,4,4,156,154,2,77,5.92,78,0,0,
44,Aamir Kaleem,(OMAN),2019-2019,2,2,77,54,2,27,4.2,38.5,0,0,
45,Abdullah Mazari,(Afghanistan),2010-2010,2,2,96,49,2,24.5,3.06,48,0,0,
46,Ahmed Shehzad,(Pakistan),2009-2017,81,9,115,140,2,70,7.3,57.5,0,0,
47,Ali Asad,(UAE),2004-2004,2,2,120,73,2,36.5,3.65,60,0,0,
48,DI Allan,(KENYA),2011-2013,5,4,112,80,2,40,4.28,56,0,0,
49,GJAF Aponso,(Netherland),1996-1996,5,5,242,257,2,128.5,6.37,121,0,0,
0,Asad Ali,(Pakistan),2013-2013,4,4,180,115,2,57.5,3.83,90,0,0,
1,SV Bahutule,(INDIA),1997-2003,8,7,294,283,2,141.5,5.77,147,0,0,
2,A Balbirnie,(Ireland),2010-2019,64,3,60,68,2,34,6.8,30,0,0,
3,MRCN Bandaratilleke,(Srilanka),1998-1998,3,3,144,111,2,55.5,4.62,72,0,0,
4,MD Bates,(Newzealand),2012-2012,2,2,84,52,2,26,3.71,42,0,0,
5,S Bau,(PNG),2016-2019,21,6,180,124,2,62,4.13,90,0,0,
6,LS Bhandari,(NEPAL),2018-2018,1,1,54,43,2,21.5,4.77,27,0,0,
7,DR Briggs,(England),2012-2012,1,1,60,39,2,19.5,3.9,30,0,0,
8,JE Brinkley,(Scotland),1999-1999,5,3,168,117,2,58.5,4.17,84,0,0,
9,BS Browne,(West Indies),1994-1994,4,4,180,156,2,78,5.2,90,0,0,
10,PH Carlson,(Australia),1979-1979,4,3,168,70,2,35,2.5,84,0,0,
11,DL Chahar,(INDIA),2018-2019,3,3,126,129,2,64.5,6.14,63,0,0,
12,IM Chappell,(Australia),1971-1980,16,2,42,23,2,11.5,3.28,21,0,0,
13,GA Cope,(England),1977-1978,2,2,112,35,2,17.5,1.87,56,0,0,
14,CS Cowdrey,(England),1985-1985,3,2,52,55,2,27.5,6.34,26,0,0,
15,DJ Cullen,(Australia),2006-2006,5,5,213,147,2,73.5,4.14,106.5,0,0,
16,SM Curran,(England),2018-2018,2,2,72,90,2,45,7.5,36,0,0,
17,DDP D'Silva,(UAE),2019-2019,3,2,102,71,2,35.5,4.17,51,0,0,
18,D Daesrath,(CAN),2012-2013,4,2,72,48,2,24,4,36,0,0,
19,RR David,(CAN),2008-2010,4,4,96,74,2,37,4.62,48,0,0,
20,DLS de Silva,(Srilanka),1979-1979,2,2,120,54,2,27,2.7,60,0,0,
21,BR Dorey,(Australia),2006-2006,4,4,162,146,2,73,5.4,81,0,0,
22,F du Plessis,(South Africa),2011-2019,143,11,192,189,2,94.5,5.9,96,0,0,
23,CE Eksteen,(South Africa),1991-1994,6,6,222,181,2,90.5,4.89,111,0,0,
24,D Elgar,(South Africa),2012-2018,8,4,96,67,2,33.5,4.18,48,0,0,
25,KADM Fernando,(Srilanka),2003-2003,1,1,42,13,2,6.5,1.85,21,0,0,
26,MLC Foster,(West Indies),1973-1973,2,1,30,22,2,11,4.4,15,0,0,
27,RC Fredericks,(West Indies),1973-1977,12,1,10,10,2,5,6,5,0,0,
28,D Gamage,(Srilanka),2003-2003,3,3,95,83,2,41.5,5.24,47.5,0,0,
29,WCA Ganegama,(Srilanka),2001-2006,4,3,66,88,2,44,8,33,0,0,
30,Gazi Ashraf,(Bangladesh),1986-1990,7,3,51,33,2,16.5,3.88,25.5,0,0,
31,LR Gibbs,(West Indies),1973-1975,3,3,156,59,2,29.5,2.26,78,0,0,
32,Golam Faruq,(Bangladesh),1986-1990,5,5,186,116,2,58,3.74,93,0,0,
33,MS Gony,(INDIA),2008-2008,2,2,78,76,2,38,5.84,39,0,0,
34,TR Gripper,(Zimbabve),2001-2003,8,6,120,76,2,38,3.8,60,0,0,
35,TGJ Gruijters,(Netherland),2010-2013,5,4,120,79,2,39.5,3.95,60,0,0,
36,Hammad Azam,(Pakistan),2011-2015,11,8,198,169,2,84.5,5.12,99,0,0,
37,SM Harwood,(Australia),2009-2009,1,1,60,57,2,28.5,5.7,30,0,0,
38,R Hekure,(PNG),2019-2019,1,1,60,32,2,16,3.2,30,0,0,
39,CC Henry,(CAN),1979-1979,2,2,90,53,2,26.5,3.53,45,0,0,
40,O Henry,(South Africa),1992-1992,3,3,149,125,2,62.5,5.03,74.5,0,0,
41,H Hiri,(PNG),2016-2019,7,4,60,56,2,28,5.6,30,0,0,
42,RG Holland,(Australia),1985-1985,2,2,126,99,2,49.5,4.71,63,0,0,
43,MEK Hussey,(Australia),2004-2012,185,13,240,235,2,117.5,5.87,120,0,0,
44,AP Igglesden,(England),1994-1994,4,4,168,122,2,61,4.35,84,0,0,
45,Irfan Bhatti,(Pakistan),1993-1993,1,1,48,22,2,11,2.75,24,0,0,
46,Jahangir Shah,(Bangladesh),1986-1990,5,5,234,172,2,86,4.41,117,0,0,
47,K Jethi,(CAN),2008-2008,3,3,102,85,2,42.5,5,51,0,0,
48,LWS Kaluperuma,(Srilanka),1975-1982,4,4,208,137,2,68.5,3.95,104,0,0,
49,SHT Kandamby,(Srilanka),2004-2014,39,9,174,173,2,86.5,5.96,87,0,0,
0,CK Kapugedera,(Srilanka),2006-2017,102,10,264,225,2,112.5,5.11,132,0,0,
1,VJ Kingma,(Netherland),2014-2019,3,3,126,107,2,53.5,5.09,63,0,0,
2,DB Kotze,(NAM),2003-2003,6,6,282,256,2,128,5.44,141,0,0,
3,GJP Kruger,(South Africa),2006-2006,3,3,138,139,2,69.5,6.04,69,0,0,
4,NR Kumar,(CAN),2010-2014,16,2,66,63,2,31.5,5.72,33,0,0,
5,AV Lalcheta,(OMAN),2019-2019,2,2,84,62,2,31,4.42,42,0,0,
6,Liaqat Ali,(Pakistan),1977-1978,3,3,188,111,2,55.5,3.54,94,0,0,
7,J Louw,(South Africa),2008-2008,3,3,156,148,2,74,5.69,78,0,0,
8,GD McKenzie,(Australia),1971-1971,1,1,60,22,2,11,2.2,30,0,0,
9,Mansoor Akhtar,(Pakistan),1980-1990,41,9,138,110,2,55,4.78,69,0,0,
10,GC Martin,(Zimbabve),1994-1995,5,4,132,95,2,47.5,4.31,66,0,0,
11,SC Meaker,(England),2011-2011,2,2,114,110,2,55,5.78,57,0,0,
12,KP Meiyappan,(UAE),2019-2019,2,2,108,78,2,39,4.33,54,0,0,
13,Mohammed Qasim,(UAE),2017-2017,5,3,120,71,2,35.5,3.55,60,0,0,
14,Morshed Ali Khan,(Bangladesh),1998-1998,3,3,138,85,2,42.5,3.69,69,0,0,
15,PV Mpitsang,(South Africa),1999-1999,2,2,60,63,2,31.5,6.3,30,0,0,
16,J Mubarak,(Srilanka),2002-2013,40,8,129,95,2,47.5,4.41,64.5,0,0,
17,SP Mukherjee,(INDIA),1990-1991,3,3,174,98,2,49,3.37,87,0,0,
18,MG Neser,(Australia),2018-2018,2,2,100,120,2,60,7.2,50,0,0,
19,IA Nicolson,(Zimbabve),2010-2010,2,2,72,118,2,59,9.83,36,0,0,
20,KJ O'Keeffe,(Australia),1977-1977,2,2,132,79,2,39.5,3.59,66,0,0,
21,DR O'Sullivan,(Newzealand),1974-1976,3,3,168,123,2,61.5,4.39,84,0,0,
22,Parvez Rasool,(INDIA),2014-2014,1,1,60,60,2,30,6,30,0,0,
23,RR Patel,(KENYA),2008-2014,39,7,168,135,2,67.5,4.82,84,0,0,
24,R Pathan,(CAN),2013-2013,1,1,36,50,2,25,8.33,18,0,0,
25,J Patraj,(CAN),2007-2007,2,2,90,76,2,38,5.06,45,0,0,
26,HSM Pieris,(Srilanka),1975-1975,3,3,132,135,2,67.5,6.13,66,0,0,
27,NV Radford,(England),1988-1988,6,6,348,230,2,115,3.96,174,0,0,
28,P Raho,(PNG),2014-2014,1,1,45,32,2,16,4.26,22.5,0,0,
29,WV Raman,(INDIA),1988-1996,27,7,162,170,2,85,6.29,81,0,0,
30,AN Ranasinghe,(Srilanka),1975-1982,9,8,324,281,2,140.5,5.2,162,0,0,
31,NLK Ratnayake,(Srilanka),1989-1990,2,2,101,98,2,49,5.82,50.5,0,0,
32,RA Reifer,(West Indies),2019-2019,2,2,53,54,2,27,6.11,26.5,0,0,
33,GJ Rennie,(Zimbabve),1996-2003,40,4,90,75,2,37.5,5,45,0,0,
34,CEB Rice,(South Africa),1991-1991,3,3,138,114,2,57,4.95,69,0,0,
35,EJ Richardson,(Ireland),2013-2013,2,2,66,54,2,27,4.9,33,0,0,
36,Rizwan Latif,(UAE),2004-2004,1,1,54,69,2,34.5,7.66,27,0,0,
37,Robiul Islam,(Bangladesh),2013-2013,3,3,133,117,2,58.5,5.27,66.5,0,0,
38,LN Roche,(Zimbabve),2018-2018,3,3,138,157,2,78.5,6.82,69,0,0,
39,Rokhan Barakzai,(Afghanistan),2015-2015,1,1,60,45,2,22.5,4.5,30,0,0,
40,Saadat Ali,(Pakistan),1984-1984,8,2,27,29,2,14.5,6.44,13.5,0,0,
41,Sadiq Mohammad,(Pakistan),1973-1980,19,2,38,26,2,13,4.1,19,0,0,
42,NA Saini,(INDIA),2019-2019,1,1,60,58,2,29,5.8,30,0,0,
43,Sajjad Akbar,(Pakistan),1990-1990,2,1,60,45,2,22.5,4.5,30,0,0,
44,RB Simpson,(Australia),1978-1978,2,2,102,95,2,47.5,5.58,51,0,0,
45,CL Smith,(England),1984-1984,4,2,36,28,2,14,4.66,18,0,0,
46,Sohail Butt,(UAE),1994-1994,2,2,78,79,2,39.5,6.07,39,0,0,
47,RW Staple,(USA),2004-2004,2,1,60,76,2,38,7.6,30,0,0,
48,PC Strydom,(South Africa),2000-2000,10,7,252,206,2,103,4.9,126,0,0,
49,T Taibu,(Zimbabve),2001-2012,150,2,84,61,2,30.5,4.35,42,0,0,
0,Tanvir Ahmed,(Pakistan),2011-2011,2,2,60,83,2,41.5,8.3,30,0,0,
1,DC Thomas,(West Indies),2009-2013,21,1,7,11,2,5.5,9.42,3.5,0,0,
2,PIC Thompson,(West Indies),1997-1997,2,2,114,110,2,55,5.78,57,0,0,
3,GP Thorpe,(England),1993-2002,82,5,120,97,2,48.5,4.85,60,0,0,
4,IJL Trott,(England),2009-2013,68,10,183,166,2,83,5.44,91.5,0,0,
5,CM Tuckett,(West Indies),1998-1998,1,1,48,41,2,20.5,5.12,24,0,0,
6,M van Jaarsveld,(South Africa),2002-2004,11,2,31,18,2,9,3.48,15.5,0,0,
7,M Venkataramana,(INDIA),1988-1988,1,1,60,36,2,18,3.6,30,0,0,
8,C Viljoen,(NAM),2019-2019,2,2,30,14,2,7,2.8,15,0,0,
9,KP Walmsley,(Newzealand),2003-2003,2,2,120,117,2,58.5,5.85,60,0,0,
10,GD Watson,(Australia),1972-1972,2,1,48,28,2,14,3.5,24,0,0,
11,DS Wesonga,(KENYA),2010-2011,4,1,42,28,2,14,4,21,0,0,
12,RK Whelan,(Ireland),2007-2007,2,2,90,99,2,49.5,6.6,45,0,0,
13,CM Willoughby,(South Africa),2000-2003,3,3,168,148,2,74,5.28,84,0,0,
14,Yamin Ahmadzai,(Afghanistan),2015-2019,4,4,160,139,2,69.5,5.21,80,0,0,
15,Zafar Gohar,(Pakistan),2015-2015,1,1,60,54,2,27,5.4,30,0,0,
16,Zahid Hussain,(CAN),2011-2011,2,2,120,94,2,47,4.7,60,0,0,
17,MZ Zahir,(CAN),2009-2009,1,1,30,35,2,17.5,7,15,0,0,
18,Zahir Khan,(Afghanistan),2019-2019,1,1,60,55,2,27.5,5.5,30,0,0,
19,Aamer Hameed,(Pakistan),1977-1978,2,2,88,38,1,38,2.59,88,0,0,
20,SA Abbott,(Australia),2014-2014,1,1,30,25,1,25,5,30,0,0,
21,Ahmed Kamal,(Bangladesh),1999-1999,1,1,30,39,1,39,7.8,30,0,0,
22,DS Airee,(NEPAL),2018-2019,6,3,78,51,1,51,3.92,78,0,0,
23,GW Aldridge,(Newzealand),2011-2011,2,2,114,98,1,98,5.15,114,0,0,
24,Ali Khan,(USA),2019-2019,1,1,30,23,1,23,4.6,30,0,0,
25,Aminul Islam jnr,(Bangladesh),1999-1999,1,1,30,33,1,33,6.6,30,0,0,
26,Arshad Ali,(UAE),2004-2008,4,3,102,105,1,105,6.17,102,0,0,
27,Arshad Laeeq,(UAE),1994-1996,6,6,198,198,1,198,6,198,0,0,
28,B Arun,(INDIA),1986-1987,4,4,102,103,1,103,6.05,102,0,0,
29,Asim Saeed,(UAE),2004-2004,2,2,54,40,1,40,4.44,54,0,0,
